rebalance_date,market_id,token_id,n_obs,same_day_corr,best_lag,best_lag_corr,abs_best_lag_corr,best_lag_n,question,outcome,category,volume,created_at,end_date
2025-03-01,517310,4153292802911610701832309484716814274802943278345248636922528170020319407796,54,-0.24673510887603875,6,0.3933431637287077,0.3933431637287077,48,"Will Trump deport less than 250,000?",No,,884068.222684,2025-01-05 00:51:12,2025-12-31 12:00:00
2025-03-01,517313,32769749367306925959219403371425714180265458150646381231272229429098460625924,54,-0.22633433943009904,4,-0.37326616677786667,0.37326616677786667,50,"Will Trump deport 500,000-750,000- people?",No,,360653.975623,2025-01-05 00:55:07,2025-12-31 12:00:00
2025-03-01,516728,302273160494790559492931429044277112497487176914839291053945756072421867571,61,0.19071337749428588,6,-0.35833222941148,0.35833222941148,55,Will 5 Fed rate cuts happen in 2025?,Yes,,2253211.261375,2024-12-29 19:59:42,2025-12-10 12:00:00
2025-03-01,516872,95127172957892117780970143223263460656475089429444124822445842899956882270574,60,-0.21697178943004494,7,0.3567755407763824,0.3567755407763824,53,"Will Bitcoin dip to $50,000 by December 31, 2025?",No,,3612314.978418,2024-12-30 20:52:00,2025-12-31 12:00:00
2025-03-01,517310,101676997363687199724245607342877036148401850938023978421879460310389391082353,54,0.1893500608153821,6,-0.35656666183554836,0.35656666183554836,48,"Will Trump deport less than 250,000?",Yes,,884068.222684,2025-01-05 00:51:12,2025-12-31 12:00:00
2025-04-01,521534,113148290291463789255504637521624865087431170866862225412170403358665502455634,56,0.10728204264835924,6,0.5351702443436946,0.5351702443436946,50,Milei out as President of Argentina in 2025?,No,,441996.210579,2025-02-03 18:15:45,2025-12-31 12:00:00
2025-04-01,521534,57771526935422243481725500185144607935167419156024957620531836091147552392491,56,-0.1576712746940701,6,-0.5150140964598772,0.5150140964598772,50,Milei out as President of Argentina in 2025?,Yes,,441996.210579,2025-02-03 18:15:45,2025-12-31 12:00:00
2025-04-01,521945,22532055631814907447535815649879981046415248231878961745474659705989546420934,54,0.12663418790034536,2,-0.46618682753862756,0.46618682753862756,52,Will Elon and DOGE cut between $50-100b in federal spending in 2025?,Yes,,344142.959881,2025-02-05 22:34:29,2025-12-31 12:00:00
2025-04-01,521948,60573178197991590327120832143415406583517170365625050489007297367895074266641,54,0.1864367749820499,1,0.4242135482359536,0.4242135482359536,53,Will Elon and DOGE cut between $200-250b in federal spending in 2025?,Yes,,411710.002641,2025-02-05 22:34:30,2025-12-31 12:00:00
2025-04-01,516710,104173557214744537570424345347209544585775842950109756851652855913015295701992,82,0.30479372933614973,1,0.4028309953567953,0.4028309953567953,81,US recession in 2025?,Yes,,10599586.183755,2024-12-29 18:04:31,2026-02-28 12:00:00
2025-05-01,524146,100663188403646393926684659479991464099309600204854655352450947995167935372339,70,0.16788747235297308,4,-0.4858160216317364,0.4858160216317364,66,Will Trump meet with Kim Jong Un in 2025?,No,,540941.466568,2025-02-19 19:49:56,2025-12-31 12:00:00
2025-05-01,525557,95197758690536781344967069481835822467121525130144169973322994558549635662278,63,0.21795944070847156,2,-0.4628185949285733,0.4628185949285733,61,Will Trump sell 0 Gold Cards in 2025?,Yes,,1475850.898109,2025-02-26 22:43:30,
2025-05-01,524146,10530939870741550179611021835559454558397724224921907452561212243364561923709,70,-0.23255180429140565,4,0.46050718333750856,0.46050718333750856,66,Will Trump meet with Kim Jong Un in 2025?,Yes,,540941.466568,2025-02-19 19:49:56,2025-12-31 12:00:00
2025-05-01,521920,26422487241583452964769068332321367269104036324585611327620725319848940430229,83,0.0009975952163636646,3,-0.4431904154572306,0.4431904154572306,80,Will FIT-U hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,No,,2873317.946741,2025-02-05 20:51:43,2025-10-26 12:00:00
2025-05-01,525557,109515911432648770277285602531582027307775296360446797986775280879694624466477,63,-0.13162360527287786,2,0.4395361232757883,0.4395361232757883,61,Will Trump sell 0 Gold Cards in 2025?,No,,1475850.898109,2025-02-26 22:43:30,
2025-06-01,533852,105930058973257231541968344608850561340243810890626279676144537957111954713629,58,-0.031224335518892928,4,0.5342008353025045,0.5342008353025045,54,5% GDP contraction in Q3 2025?  ,No,,350996.638223,2025-04-03 19:48:31,2025-10-30 12:00:00
2025-06-01,533852,40902209963355115759331536205214853537622056896514703594538648494237557365925,58,-0.0036801772814725017,4,-0.49187248666198347,0.49187248666198347,54,5% GDP contraction in Q3 2025?  ,Yes,,350996.638223,2025-04-03 19:48:31,2025-10-30 12:00:00
2025-06-01,524146,100663188403646393926684659479991464099309600204854655352450947995167935372339,101,0.15662081459304036,4,-0.4565839862844576,0.4565839862844576,97,Will Trump meet with Kim Jong Un in 2025?,No,,540941.466568,2025-02-19 19:49:56,2025-12-31 12:00:00
2025-06-01,531359,92140872328148608084866267825575045036072512475131769867811133926594335271173,66,-0.018058214312145698,3,0.43072381277713606,0.43072381277713606,63,Will Scott Bessent leave the Trump administration in 2025?,No,,139601.133759,2025-03-26 19:31:37,2025-12-31 12:00:00
2025-06-01,524146,10530939870741550179611021835559454558397724224921907452561212243364561923709,101,-0.22029102022340044,4,0.4304933417377585,0.4304933417377585,97,Will Trump meet with Kim Jong Un in 2025?,Yes,,540941.466568,2025-02-19 19:49:56,2025-12-31 12:00:00
2025-07-01,537698,98621835320933363335153844060564303726880331905818596230241244153306607460034,75,-0.08812151778371242,4,0.48775125699253147,0.48775125699253147,71,Will Trump lower tariffs on Canada by December 31?,Yes,,51182.277796,2025-04-16 21:16:36,2025-07-31 12:00:00
2025-07-01,537914,30698649476690694814108493145041085718609914990967907518412053225237708492787,74,0.007901037445623335,3,0.4531248726118036,0.4531248726118036,71,"Will Trump pardon Joe Exotic ""The Tiger King"" in 2025?",Yes,,70292.111392,2025-04-17 22:09:47,2025-12-31 12:00:00
2025-07-01,537914,43362318061877762261164265810725209343672429810065542703856317173848260953021,74,-0.0006364896897180906,3,-0.4420747269444687,0.4420747269444687,71,"Will Trump pardon Joe Exotic ""The Tiger King"" in 2025?",No,,70292.111392,2025-04-17 22:09:47,2025-12-31 12:00:00
2025-07-01,540471,83970709679693161684478768765806390707816978094343045227094706760796657155169,61,0.0018718786633590326,6,0.44133775528630714,0.44133775528630714,55,Bitcoin more valuable than any company in 2025?,Yes,,58513.068146,2025-04-30 19:47:37,2025-12-31 12:00:00
2025-07-01,537913,31380407750960665120431875928629874994716590324037299866333497371994595717364,74,0.03049507154385035,3,0.43974660021236955,0.43974660021236955,71,Will Trump pardon Bob Menendez in 2025?,No,,124132.153215,2025-04-17 22:09:46,2025-12-31 12:00:00
2025-08-01,533852,105930058973257231541968344608850561340243810890626279676144537957111954713629,119,0.034503600716106565,4,0.41983364601377154,0.41983364601377154,115,5% GDP contraction in Q3 2025?  ,No,,350996.638223,2025-04-03 19:48:31,2025-10-30 12:00:00
2025-08-01,524146,100663188403646393926684659479991464099309600204854655352450947995167935372339,162,0.1435077794383045,4,-0.4110746415957488,0.4110746415957488,158,Will Trump meet with Kim Jong Un in 2025?,No,,540941.466568,2025-02-19 19:49:56,2025-12-31 12:00:00
2025-08-01,550006,108568432485342231251870060910527925012072511634233548777139612654239856543755,56,0.0159910469210528,2,0.40813888044306357,0.40813888044306357,54,Will Trump recognize Somaliland in 2025?,No,,23523.417419,2025-06-05 16:49:19,2025-12-31 00:00:00
2025-08-01,537913,31380407750960665120431875928629874994716590324037299866333497371994595717364,105,0.028701444401029123,3,0.3911371544854798,0.3911371544854798,102,Will Trump pardon Bob Menendez in 2025?,No,,124132.153215,2025-04-17 22:09:46,2025-12-31 12:00:00
2025-08-01,531358,23479431702674339852640214315561697850183226246531494527465293026803569976956,127,0.04858994962585258,2,0.3864212817021081,0.3864212817021081,125,Will Marco Rubio leave the Trump administration in 2025?,Yes,,386257.774898,2025-03-26 19:31:37,2025-12-31 12:00:00
2025-09-01,549874,68340762143816399095520327696600305595541824139381182469383319268673352219749,55,-0.25156565764264815,1,-0.5134271624013033,0.5134271624013033,54,Will Rob Jetten become the next Prime Minister of the Netherlands?,Yes,,589107.400533,2025-06-04 19:49:25,2026-12-31 00:00:00
2025-09-01,562669,9372886127841786602572811930765648541092018355436602249749175918349990525911,51,-0.27964340577441527,1,0.44708840777036696,0.44708840777036696,50,Will Dan Bongino leave the Trump administration in 2025?,Yes,,106422.788683,2025-07-11 15:27:03,2025-12-31 12:00:00
2025-09-01,562669,38762626271361237901438648692028685131392435167800582620739834545692086330750,51,0.2408378122638072,1,-0.42844505464630755,0.42844505464630755,50,Will Dan Bongino leave the Trump administration in 2025?,No,,106422.788683,2025-07-11 15:27:03,2025-12-31 12:00:00
2025-09-01,549874,114239611691511021208443537216704441716668385504311894224288007804313757247036,55,0.22904967858986483,1,0.42448909163912624,0.42448909163912624,54,Will Rob Jetten become the next Prime Minister of the Netherlands?,No,,589107.400533,2025-06-04 19:49:25,2026-12-31 00:00:00
2025-09-01,549872,103382059484620802860702793854659423695948785517573356182426643110727271397971,55,-0.22920387993145194,1,-0.4242643861037279,0.4242643861037279,54,Will Dick Schoof become the next Prime Minister of the Netherlands?,Yes,,380367.184011,2025-06-04 19:49:24,2026-12-31 00:00:00
2025-10-01,574071,12296309325120877328777608497239759147282380677271333234804885050304199937636,53,0.058983308991722924,4,0.47386895571795223,0.47386895571795223,49,"Will Ethereum hit $14,000 by December 31?",No,,1483224.200985,2025-08-08 10:23:05,
2025-10-01,569313,48864349022280169726553125261863553743937023400245588977422413513432415570129,63,-0.12928972016101084,6,0.4669542494895918,0.4669542494895918,57,Will PLC win the most seats in the 2026 Colombian Chamber of Representatives election?,No,,5001.417188,2025-07-28 18:26:00,2026-03-08 20:00:00
2025-10-01,569313,111458965288061656922002186561022971763965917524523314086449024763896528516214,63,0.0024673482299563307,6,-0.456416342923868,0.456416342923868,57,Will PLC win the most seats in the 2026 Colombian Chamber of Representatives election?,Yes,,5001.417188,2025-07-28 18:26:00,2026-03-08 20:00:00
2025-10-01,562001,76572162491038773682779378100661251853152133818805423848523216103658476280587,54,-0.09165622241460192,3,-0.41793792423596093,0.41793792423596093,51,Will Steve Bannon win the 2028 Republican presidential nomination?,Yes,,872144.503818,2025-07-10 16:58:20,2028-11-07 00:00:00
2025-10-01,569255,38060584959388639802358891543286770196789235602698756836569147945257589436738,63,0.15408313216791186,1,-0.4067070062518367,0.4067070062518367,62,Will PH win the most seats in the 2026 Colombian Senate election?,No,,10232.295171,2025-07-28 17:25:02,2026-03-08 06:00:00
2025-11-01,581639,51361396741000518998934679719392109871942163575031084935856311330201964449270,66,-0.13246525313254434,1,-0.4778084423582272,0.4778084423582272,65,French election called by December 31?,No,,404554.703832,2025-08-26 17:17:04,2025-12-31 00:00:00
2025-11-01,588751,64546087076381649254096231391016290658399563380988817097103721962871621762154,56,-0.20652559905770354,7,-0.4378873374208432,0.4378873374208432,49,Will Eric Adams join Trump administration by December 31?,No,,42391.431626,2025-09-05 15:41:23,2025-12-31 00:00:00
2025-11-01,578735,73784678073084912500405187324751947005768244669471505812813761157595247507387,72,0.09308306685737837,7,0.4125158731594181,0.4125158731594181,65,Adam Schiff federally charged by December 31?,Yes,,31893.607471,2025-08-20 00:54:14,2025-12-31 00:00:00
2025-11-01,592655,40654916162420648065171424999272753128146893798199554314260712718790861522095,50,0.07316016757910435,5,-0.4041897732468932,0.4041897732468932,45,Will Trump’s approval rating be <40.0% on December 31?,Yes,,34404.127647,2025-09-10 14:50:14,2026-01-01 00:00:00
2025-11-01,592655,98384814038323069237714617893517560409029774151582912956069806304092741480460,50,-0.09654915259157806,5,0.4013497611028284,0.4013497611028284,45,Will Trump’s approval rating be <40.0% on December 31?,No,,34404.127647,2025-09-10 14:50:14,2026-01-01 00:00:00
2025-12-01,631183,97342279120678273630607683054795863275129877804426302350940891369401329581143,51,-0.17742173414471757,6,-0.4622141022104955,0.4622141022104955,45,Will Apple be the largest company in the world by market cap on June 30?,Yes,,65443.26808,2025-10-10 20:51:57,2026-06-30 00:00:00
2025-12-01,610123,36715097263382897859806767101007194290681413840158959376860421079412209298464,68,-0.04040344902549563,2,0.4417087294470962,0.4417087294470962,66,Trump Admin recommends removing fluoride from water by December 31?,Yes,,1794.814489,2025-09-23 19:30:32,2025-12-31 00:00:00
2025-12-01,592655,40654916162420648065171424999272753128146893798199554314260712718790861522095,80,0.08810749897128901,5,-0.42935603554210416,0.42935603554210416,75,Will Trump’s approval rating be <40.0% on December 31?,Yes,,34404.127647,2025-09-10 14:50:14,2026-01-01 00:00:00
2025-12-01,616908,77531340423610587330488971960018210147778793548713753738604838920212617696839,62,-0.24923417116773933,1,-0.4125606792843423,0.4125606792843423,61,Will 6 Fed rate cuts happen in 2026?,Yes,,71366.506824,2025-09-29 13:23:22,2026-12-31 00:00:00
2025-12-01,608405,114008160522524135838931792829393318088619950145193198099438473731147377613768,68,-0.04766546148806142,6,0.3856200487506008,0.3856200487506008,62,Will Anthropic’s market cap be between $100B and $200B at market close on IPO day?,No,,4840.504179,2025-09-22 19:44:03,2026-06-30 00:00:00
2026-01-01,670210,77571291716536332464235357987139635477149963052299432996540395557848354727569,51,0.12863784116868213,6,0.484792645010057,0.484792645010057,45,Will COMPA win the most seats in the 2026 Costa Rican Legislative Assembly election?,Yes,,4996.1115,2025-11-07 21:30:39,2026-02-01 00:00:00
2026-01-01,678930,54442952070893082888428970064397947557063143067543094565460789895590372419460,48,-0.023739933230839883,3,0.47840235858794067,0.47840235858794067,45,Will Na Kyung-won win the 2026 Seoul Mayoral Election,No,,2341.5754,2025-11-12 19:42:56,2026-06-03 00:00:00
2026-01-01,667068,89343546610870043006175857910040898510052723769258052800657392679702531243093,56,0.40369069055559653,7,-0.4783416258917039,0.4783416258917039,49,Will Trump resign before 2027?,No,,2686.199874,2025-11-05 21:28:30,2026-12-31 00:00:00
2026-01-01,665205,30455770425041126193569940063234142577691408508440512817158696601142733755169,56,0.13133522972499717,7,-0.47583910019203274,0.47583910019203274,49,US national Bitcoin reserve before 2027?,No,,1372.023731,2025-11-04 17:17:20,2026-12-31 00:00:00
2026-01-01,667068,60712531253355935739918387101386128911677534834480457111898120918138649064340,56,-0.4121335981185431,7,0.4734510922898029,0.4734510922898029,49,Will Trump resign before 2027?,Yes,,2686.199874,2025-11-05 21:28:30,2026-12-31 00:00:00
